S1,S1_conf,ST,ST_conf,params
0.18390063701577733,0.016578158711864525,0.250742657243815,0.011026222584311662,LAI
0.3274293780123114,0.019775878713598562,0.46394516943005026,0.014160690538548694,fv
0.021577293599522297,0.007850452467344428,0.07699586478158922,0.006092067479709361,w_V
0.02661661652869754,0.00783854332745822,0.07758382328020268,0.005559240108128401,h_V
0.2134396739156678,0.016466364564265316,0.34204291486717386,0.014695904058751985,sza
0.0029893629191218613,0.006832271648900674,0.05971219982923912,0.004429190279388909,saa
0.003668398964355843,0.006762510020319754,0.06081379887681849,0.004824707117174407,row_azimuth
0.006057996210420605,0.004540628808927402,0.023566636934803244,0.0019649418428447606,x_LAD
