S1,S1_conf,ST,ST_conf,params
0.1838995443041264,0.01515242989442041,0.25074541492561786,0.010624515853496148,LAI
0.327433947644546,0.018571029313331863,0.46394054823004166,0.015158726614463344,fv
0.021583785597520836,0.007239709549451308,0.07699108236569006,0.0055468828921864275,w_V
0.026616588450112874,0.008571759318977605,0.07758358294914572,0.00543296711071334,h_V
0.2134433406176697,0.016936342957053655,0.34204026901153767,0.01298172031641148,sza
0.0029952149558952453,0.006241393195594324,0.05970592014196541,0.004425311757901,saa
0.00367786381097039,0.006622980005782134,0.06081244149642297,0.004995162219692217,row_azimuth
0.006057331014379564,0.004931567447742838,0.023566348686700416,0.002324852219348951,x_LAD
