S1,S1_conf,ST,ST_conf,params
0.18364367679991767,0.015514482164522359,0.23576795892441307,0.011719380864538335,LAI
0.20500429974071435,0.016550129813887187,0.31104335478025386,0.011394959340879397,fv
-0.0005286254408614361,0.0010195158266332865,0.0013093813877739693,0.0002509944630734658,w_V
0.00030201134575355505,0.0009560437269335204,0.0010472899654253819,0.0002076549108317676,h_V
0.46762270930342975,0.017706905706286337,0.5921359750694883,0.016529859355838256,sza
0.00383259704388426,0.0034007678559483485,0.01896234357068797,0.001971063251327117,x_LAD
