,Rn_V_pyTSEB,Rn_S_pyTSEB,LE_V_pyTSEB,LE_S_pyTSEB,H_V_pyTSEB,H_S_pyTSEB,G_pyTSEB,Trad_V_pyTSEB,Trad_S_pyTSEB
2665,850.1151733496873,-171.38697606906524,0.0,0.0,850.11523,-111.401535,-59.985443,290.87607,331.7
2666,357.7592126010078,-21.09364918305839,0.0,0.0,357.75922,-13.710873,-7.3827777,301.67538,314.02658
2667,1674.2948039707478,-1746.4894838481734,-66.03396,0.0,1168.0955,2654.1248,141.35193,298.92343,1e-06
2668,475.9017667044468,215.46689841623225,300.76907,125.96149,175.13272,14.092007,75.413414,291.6475,292.38235
2669,1262.5776158699878,-912.8453067132556,0.0,0.0,1262.5776,-593.3495,-319.49585,307.97864,399.076
2670,326.9695253677109,-81.27795676971833,0.0,0.0,326.96954,-52.830673,-28.44728,290.36932,312.59244
2671,201.99168655515024,-19.38028347225061,0.0,0.0,201.99168,-12.597184,-6.783099,303.21194,307.53384
2672,389.93676866795147,-56.78256988489046,0.0,0.0,389.93677,-36.90867,-19.8739,309.28156,323.08282
2673,229.07427844178062,96.32618553653754,0.0,0.0,229.07428,62.612022,33.714165,307.19714,313.54553
2674,inf,-inf,,0.0,inf,,,,1e-06
2675,492.991776565692,-437.02412235099473,0.0,0.0,492.99176,-284.06567,-152.95844,293.44775,370.06253
2676,628.4436546694676,54.195563861828134,0.0,0.0,628.44366,35.22711,18.968445,295.9336,307.10495
2677,371.31780821112795,352.74189678777014,0.0,0.0,371.3178,229.28223,123.459656,301.37814,311.02075
2678,175.09779966671533,479.6089871816413,0.0,0.0,175.0978,311.74582,167.86313,308.73672,319.16583
2679,57.67600374674025,-39.4640226238598,0.0,0.0,57.676003,-25.651615,-13.812408,302.9432,307.44516
2680,inf,-inf,,0.0,inf,,,,1e-06
2681,211.42845083714542,41.88838225435745,0.0,0.0,211.42845,27.227448,14.660934,306.63947,323.69412
2682,inf,-inf,,0.0,-inf,,,,1e-06
2683,1228.736923937589,-588.964436386869,0.0,0.0,1228.7369,-382.82687,-206.13754,298.35367,371.2152
2684,535.5954260173899,-29.4408052648852,0.0,0.0,535.59546,-19.136524,-10.304281,303.1023,306.41544
2685,11208458.097241132,-11522943.996909603,,0.0,6955248.0,,,13452.43,1e-06
2686,826.3294504021685,-493.34294402050705,0.0,0.0,826.32947,-320.6729,-172.67003,320.97644,381.75156
2687,625.1652816331281,-92.86112541295356,0.0,0.0,625.1653,-60.35973,-32.501392,292.41608,320.47974
2688,262.1967498891074,-72.31179678761293,0.0,0.0,262.19675,-47.00267,-25.309128,285.26117,300.70605
2689,55.74393539752384,-3.9487416385174767,0.0,0.0,55.74394,-2.566682,-1.3820596,307.35645,306.16418
2690,271.2735083718218,338.7117053500883,201.72589,221.74109,69.547615,-1.5784844,118.549095,301.96725,294.26184
2691,inf,-inf,,0.0,inf,,,,1e-06
2692,60.56863837500612,159.39807261505433,0.0,0.0,60.568634,103.60875,55.789326,297.89337,306.29535
2693,379.4425592569421,235.16446761399772,0.0,0.0,379.44257,152.85692,82.30757,301.32162,310.64572
2694,37.212192602732145,225.64058016932552,0.0,0.0,37.212193,146.66637,78.9742,302.53235,311.1024
2695,163.43994419728455,362.19220848314967,32.22458,142.0105,131.21536,93.41442,126.767265,295.09906,298.4115
2696,296.723414623532,-7.721382335542174,0.0,0.0,296.72342,-5.0188985,-2.7024837,300.28827,304.802
2697,184544.0182788883,-279421.30365556834,,0.0,145767.08,,,581.22314,1e-06
2698,373260.1846842339,-387283.6152622544,491492.3,0.0,56793.11,63937.066,-198172.58,373.67572,1e-06
2699,672.7154965802787,103.15660577328674,0.0,0.0,672.7155,67.05179,36.104813,295.8459,299.59183
2700,283.9545146706455,-7.6834124394391665,0.0,0.0,283.95453,-4.994217,-2.6891937,320.38596,361.3464
2701,271.68407733126867,1.0359597459483894,0.0,0.0,271.68408,0.6733773,0.36258772,309.10135,324.19922
2702,405.1426485833597,137.07210971707667,0.0,0.0,405.14267,89.09686,47.975235,317.5709,336.08923
2703,584.1401634647406,-454.6504730951783,0.0,0.0,584.14014,-295.52283,-159.12766,288.5341,351.0821
2704,inf,-inf,,0.0,inf,,,,1e-06
2705,inf,-inf,,0.0,inf,,,,1e-06
2706,703.9685112917645,-268.35648472719083,0.0,0.0,703.9685,-174.4317,-93.92477,298.15082,345.21146
2707,585.7001407682853,9.280750175839813,0.0,0.0,585.70013,6.032485,3.2482615,285.84415,295.03705
2708,inf,-inf,,0.0,inf,,,,1e-06
2709,inf,-inf,,0.0,inf,,,,1e-06
2710,13415987.973665806,-22797494.37265368,,0.0,6438642.0,,,13005.013,1e-06
2711,69.45351846250009,-37.41069011178945,0.0,0.0,69.45352,-24.316948,-13.093741,306.0997,312.60098
2712,236.62763872262983,-42.32581373838444,0.0,0.0,236.62764,-27.51178,-14.8140335,307.7524,322.65076
2713,376.76154088936994,117.75466729486246,72.04895,1.6331787,304.7126,74.90735,41.21413,313.94446,317.26688
2714,2314799.832423583,-2352407.301908066,,0.0,1775888.1,,,5804.604,1e-06
2715,386.74107980666247,-85.61014224546088,0.0,0.0,386.74106,-55.64659,-29.963547,306.7409,321.18875
2716,148.56549722438183,324.3280744948519,9.468933,709.2673,139.09657,-498.45404,113.514824,295.19495,283.88727
2717,202.440891910113,-59.43259036291662,0.0,0.0,202.44089,-38.631184,-20.801407,295.49585,303.72745
2718,682.0886211060567,-97.04754709512503,0.0,0.0,682.0886,-63.080906,-33.96664,291.98096,354.5666
2719,285.6919900202074,400.11006577385325,48.300858,3.1495667,237.39113,256.92197,140.03853,304.22043,314.27606
2720,74.20243036786155,-57.85012741284217,0.0,0.0,74.20243,-37.602585,-20.247543,291.3334,306.97314
2721,-19.065798168126932,-47.66852117731184,0.0,0.0,-19.0658,-30.984539,-16.683983,294.70517,299.28452
2722,255.9535228856762,60.01474257123907,70.59616,33.85181,185.35736,5.1577706,21.00516,297.92523,295.48035
2723,520.5492474833392,72.80404353040186,0.0,0.0,520.54926,47.32263,25.481417,303.0318,322.16196
2724,73495635.2120215,-74879264.93828455,,0.0,13738337.0,,,9837.278,1e-06
2725,703.2390255351904,-876.527071366944,0.0,0.0,703.239,-569.7426,-306.7845,311.46506,403.09262
2726,1009.502143679578,-958.4094692701469,0.0,0.0,1009.50214,-622.9662,-335.4433,293.98376,396.57874
2727,262.08795836058493,-7.34398343913513,0.0,0.0,262.08795,-4.773589,-2.5703936,300.53732,304.31442
2728,40.55216892803198,21.514674426846803,0.0,0.0,40.55217,13.984537,7.530136,290.3546,293.82657
2729,inf,-inf,,0.0,inf,,,,1e-06
2730,1524.8948416577418,-1391.0761328730282,0.0,0.0,1524.8948,-904.1995,-486.87665,301.69458,427.99783
2731,132.992188252194,-15.921687998416047,0.0,0.0,132.99219,-10.349097,-5.572591,294.86932,295.72458
2732,442.91422455754304,153.56777451329532,260.1079,96.63845,182.80632,3.1806114,53.748722,287.0585,285.89713
2733,-144.18729258171314,11.794210119447845,-3.0780792,2.6740975,-141.1092,4.9921393,4.1279736,283.489,296.08136
2734,2555.0004006366185,-2471.9510330320877,0.0,0.0,2555.0005,-1606.7681,-865.1828,291.71152,471.09387
2735,498063037.8320355,-633879602.9673983,,0.0,240843680.0,,,370221.1,1e-06
2736,inf,-inf,,0.0,inf,,,,1e-06
2737,224.6858886982099,155.89549437172008,218.336,18.378502,6.349903,82.95357,54.563423,297.95,301.09537
2738,inf,-inf,,0.0,-inf,,,,1e-06
2739,inf,-inf,,0.0,inf,,,,1e-06
2740,244.659324110613,161.6200155440858,26.248901,62.559433,218.41043,42.493576,56.567,302.9032,303.8486
2741,355894.3123887738,-385941.78304115287,,0.0,331323.6,,,2094.374,1e-06
2742,303.1879743957567,246.395836447896,17.643677,64.02162,285.5443,96.135666,86.23854,300.11218,301.31424
2743,87.699253655695,145.8232179228337,0.0,0.0,87.69926,94.78509,51.038124,315.01093,320.31042
2744,41.72551735521835,67.44967622614882,0.0,0.0,41.725517,43.842293,23.607386,301.07538,312.35294
2745,inf,-inf,,0.0,inf,,,,1e-06
2746,inf,-inf,,0.0,inf,,,,1e-06
2747,168.65889996280123,33.379551907363535,0.0,0.0,168.65889,21.696709,11.682842,290.17407,291.7996
2748,88.95145375356647,509.35889201569285,0.0,0.0,88.951454,331.08328,178.2756,319.7824,336.16486
2749,181.5911872296977,491.2744452772008,0.0,0.0,181.59119,319.32837,171.94608,299.4165,308.6056
2750,467.13095411112124,31.121281615013118,29.34494,12.727829,437.786,7.501003,10.892448,301.89636,301.26538
2751,162.41227231976467,372.45785776917626,49.48652,180.81415,112.92574,61.28346,130.36024,295.8256,297.32224
2752,3332139.032512445,-3386577.4317954117,,0.0,907808.4,,,1051.4082,1e-06
2753,93374.38724525858,-94468.0618562958,,0.0,7788.945,,,285.3572,1e-06
2754,120.40408118168492,-38.61193402556242,0.0,0.0,120.40408,-25.097757,-13.514177,305.8201,310.59323
2755,223.11147082115872,-98.50735947245134,0.0,0.0,223.11147,-64.029785,-34.47757,302.5422,321.89154
2756,30.512943104865265,-52.417897838106256,0.0,0.0,30.512943,-34.071632,-18.346264,301.1459,307.5416
2757,242.3098836825844,-107.65758620858328,0.0,0.0,242.30988,-69.97743,-37.680153,302.06763,318.6484
2758,128432.26950962892,-135428.36223044636,,0.0,79499.31,,,369.43973,1e-06
2759,481.9503419675639,241.41590616226966,0.0,0.0,481.95035,156.92033,84.49556,290.9423,303.4324
2760,76.71083735767414,499.4838569373595,31.303432,93.58197,45.4074,231.08252,174.81934,291.04434,291.94705
2761,3248.5500266829267,-2634.4919322033725,176.6575,0.0,1387.9897,4786.9883,132.62202,295.36343,1e-06
2762,523.9114916608,60.68800237581257,0.0,0.0,523.9115,39.447205,21.2408,309.73044,318.72833
2763,inf,-inf,,0.0,inf,,,,1e-06
2764,326.42368420751535,111.63189033127483,56.241882,0.0029296875,270.18182,72.5578,39.071163,313.33575,318.81787
2765,inf,-inf,,0.0,inf,,,,1e-06
2766,237.96039035013405,-49.72707645483126,0.0,0.0,237.96039,-32.322598,-17.404476,307.3489,323.54834
2767,191.53161837120086,512.7411921643484,0.0,0.0,191.53162,333.2818,179.45943,298.33615,305.4749
2768,97.82310044519849,169.28279098150864,11.341721,97.14491,86.48137,12.8889,59.248978,286.3559,286.31296
2769,806.3404479741152,-708.4710273556511,-73.87012,0.0,594.4896,1119.3535,103.7979,345.63513,1e-06
2770,inf,-inf,,0.0,inf,,,,1e-06
2771,74.98611665821055,334.69631371432155,0.0,0.0,74.986115,217.55261,117.14371,293.60904,306.9564
2772,41.36741681189096,95.97840377685844,34.982098,61.894894,6.3853273,0.49107486,33.59244,313.26486,313.19302
2773,2133.3041781047855,-1796.5789813129888,-22.533478,0.0,2045.2314,4272.839,351.47516,322.09488,1e-06
2774,62.598034604671824,-8.253497924543275,0.0,0.0,62.598034,-5.3647738,-2.8887243,299.6895,300.91922
2775,49642.66382255054,-54245.10430886638,,0.0,24705.652,,,322.7644,1e-06
2776,inf,-inf,,0.0,inf,,,,1e-06
2777,395.01493518263754,289.02557870967695,0.0,0.0,395.01492,187.86662,101.15895,303.4598,316.147
2778,239.81031114157452,345.5736862031706,77.32912,236.53296,162.48119,-11.910068,120.95078,314.07166,309.31302
2779,205.49163731441178,12.0908712826363,0.0,0.0,205.49164,7.859063,4.231803,310.05457,328.15057
2780,310.536038996865,383.56400369282613,0.0,0.0,310.53604,249.31662,134.2474,295.0563,308.85483
2781,123.19415257259459,252.2473496381998,25.609406,126.45538,97.58475,37.505367,88.28657,297.1259,299.8128
2782,239.09994065514445,44.740765480411284,0.0,0.0,239.09995,29.081501,15.659268,294.98322,297.16092
2783,473.85967477262005,222.68933907340943,178.47574,4.733261,295.38394,140.01482,77.94126,296.22763,305.08716
2784,112.55051044646748,488.32292062427655,15.003677,284.2143,97.54683,33.19562,170.91302,303.9967,305.38736
2785,404.0380534490603,192.9040033894887,0.0,0.0,404.03806,125.387596,67.516396,308.33075,320.4712
2786,393.7505265947287,-509.1616321842244,0.0,0.0,393.75052,-330.95508,-178.20654,317.29755,371.92365
2787,486.8181879622132,136.68435505301227,0.0,0.0,486.81818,88.84483,47.839523,313.06592,323.90442
2788,50.953106332705175,-11.783037625802967,0.0,0.0,50.95311,-7.658974,-4.124063,286.15768,287.10056
2789,146.86536484398528,140.3413187191182,0.0,0.0,146.86537,91.22185,49.11946,298.8197,300.88312
2790,3118.306408091954,-3677.552403957696,,0.0,2941.1445,,,312.10727,1e-06
2791,231.14317298595324,-192.00569150027863,0.0,0.0,231.14317,-124.8037,-67.20199,296.7945,324.60593
2792,140.00257720720833,165.96706459129138,0.0,0.0,140.00258,107.878586,58.08847,291.73376,298.8258
2793,554.6180724360975,-111.36210037374912,0.0,0.0,554.61804,-72.38536,-38.976734,305.0051,321.8601
2794,55355043.00456483,-56848057.57733301,,0.0,20449088.0,,,13857.724,1e-06
2795,341.97360352282567,87.40057746905364,0.0,0.0,341.9736,56.81038,30.590202,295.55417,303.2874
2796,305.76843278341863,-22.403132684496967,0.0,0.0,305.76843,-14.562039,-7.841098,288.81375,314.984
2797,841.4277958732748,-250.87055356179758,0.0,0.0,841.4278,-163.06586,-87.804695,309.88803,365.5849
2798,-1.3861346955149667,-4.250005413467946,0.0,0.0,-1.3861346,-2.7625027,-1.4875011,304.37875,307.29138
2799,226.13984262371417,127.26445178838253,0.0,0.0,226.13983,82.72189,44.542564,297.3106,311.33002
2800,325.53483663717606,-13.768535886425113,0.0,0.0,325.53482,-8.949549,-4.818987,291.34183,301.7896
2801,930.3555589683517,-841.6089738967961,0.0,0.0,930.3556,-547.0459,-294.5631,320.8163,411.42825
2802,6.310701956426172,616.3766543884045,1.3040776,53.467438,5.0066247,347.1774,215.73183,296.68686,299.64825
2803,845.3771954170631,-614.5796868214595,0.0,0.0,845.3772,-399.4768,-215.10289,315.66174,380.176
2804,644.9095327039627,-135.9077548158313,0.0,0.0,644.90955,-88.340034,-47.56771,314.37097,379.20374
2805,4065611.651459382,-4220629.715440452,,0.0,3598612.5,,,6508.312,1e-06
2806,615.2000395830833,-581.5911875394645,0.0,0.0,615.2001,-378.03427,-203.55692,311.38983,375.51422
2807,145.4457067915836,-186.04776407673276,0.0,0.0,145.44571,-120.931046,-65.116714,294.47232,321.96136
2808,inf,-inf,,0.0,inf,,,,1e-06
2809,inf,-inf,,0.0,inf,,,,1e-06
2810,343.5760541924129,-68.0850047004303,0.0,0.0,343.57605,-44.255257,-23.82975,309.56262,317.63693
2811,242.7076721969086,-2.449777816193361,0.0,0.0,242.70767,-1.5923543,-0.8574214,308.93887,320.07474
2812,24.528315756744007,511.07309605558976,0.31760025,331.18295,24.210712,1.0145488,178.8756,301.9965,301.44174
2813,461.78828057426847,36.97634615697352,244.3338,30.216526,217.45447,-6.1819024,12.941721,305.29727,303.22
2814,14.232617962974206,-85.72315334336491,0.0,0.0,14.232618,-55.720047,-30.003103,286.60556,300.2391
2815,79.74530121582504,493.94605124255486,0.0,0.0,79.7453,321.06494,172.88112,286.62775,297.44446
2816,610.3353647714571,42.748578164853114,0.0,0.0,610.3354,27.786575,14.962002,303.76263,305.92822
2817,inf,-inf,,0.0,inf,,,,1e-06
2818,inf,-inf,,0.0,inf,,,,1e-06
2819,-15.797012577569816,-43.84952270808797,0.0,0.0,-15.797012,-28.502192,-15.347334,300.3867,301.83743
2820,inf,-inf,,0.0,inf,,,,1e-06
2821,513.5611399264471,89.98738528365467,77.95676,12.658951,435.6044,45.832848,31.495583,310.88406,311.54895
2822,292.70625066693407,249.83537168348994,266.51746,41.814804,26.188766,120.5782,87.44238,313.83093,320.35297
2823,339.8473576435325,42.763345716438494,150.46796,5.8790092,189.3794,21.917164,14.96717,312.59067,312.14746
2824,257.7930098239893,-209.87786476263128,0.0,0.0,257.793,-136.42062,-73.457245,299.13196,330.42636
2825,245.4717762728992,404.1275575080815,49.254135,264.75858,196.21765,-2.0756962,141.44464,305.15958,303.39847
2826,680.2526957942797,-589.1310741459645,0.0,0.0,680.2527,-382.93524,-206.19586,301.25293,370.14578
2827,160319968.2888105,-175131031.83333513,,0.0,68137190.0,,,47019.918,1e-06
2828,525.3030573288328,131.05347321115505,264.07483,13.138763,261.2282,72.04599,45.868713,318.6904,322.11078
2829,250265.62159700325,-289559.47991514724,,0.0,199020.56,,,2706.8367,1e-06
2830,133.55550631151036,-92.1336513663781,0.0,0.0,133.55551,-59.886875,-32.246777,297.9955,311.14447
2831,259.0161116772342,-255.22665363808966,0.0,0.0,259.0161,-165.89732,-89.32933,306.49265,341.80142
2832,1083.3453645325537,-449.8783406960224,0.0,0.0,1083.3453,-292.42093,-157.45743,296.8951,370.22235
2833,1498.2164508086814,-1530.103557746583,0.0,0.0,1498.2164,-994.5673,-535.5362,315.97107,440.2381
2834,231680386.2835015,-240781053.31355974,,0.0,-26725716.0,,,-22120.32,1e-06
2835,148.53397870778662,25.710001361048896,0.0,0.0,148.53398,16.711498,8.998501,294.31577,302.73236
2836,590681.3424242841,-619210.2341708186,,0.0,287427.72,,,576.40204,1e-06
2837,413.6835726068935,272.9530685255629,0.0,0.0,413.68356,177.4195,95.53357,310.83807,318.92444
2838,496.4643700829969,136.89094546463082,0.0,0.0,496.46436,88.979126,47.911835,287.20792,300.11783
2839,70273.31708837727,-73730.58610705452,,0.0,11867.112,,,298.29437,1e-06
2840,330.03561715329744,-116.54811276368758,0.0,0.0,330.0356,-75.75627,-40.79184,318.37616,333.42075
2841,163.86650982572553,-212.34329002538146,0.0,0.0,163.86652,-138.02313,-74.32015,315.34906,341.48816
2842,310.21515238863526,78.17426889983739,0.0,0.0,310.21518,50.81328,27.360994,293.1835,301.89987
2843,102.75206536527034,-102.56064082859886,0.0,0.0,102.75207,-66.66441,-35.89622,305.7352,319.54004
2844,372.8375599737262,278.6501558469288,60.07077,84.54613,312.7668,96.57646,97.52755,291.95636,295.85443
2845,inf,-inf,,0.0,inf,,,,1e-06
2846,633.8010682911098,130.97813413226382,572.35565,63.363625,61.445427,21.772161,45.842346,298.00186,299.0022
2847,123.25780147575371,457.9025064747025,0.0,0.0,123.257805,297.63663,160.26587,308.28497,320.04642
2848,276.61336803378845,4.853671240037997,0.0,0.0,276.61337,3.1548843,1.6987839,309.179,315.7615
2849,2251648.852681829,-2292368.7044489332,,0.0,1559199.5,,,4585.5176,1e-06
2850,42.47381031089043,-35.78862896626112,0.0,0.0,42.47381,-23.262608,-12.526019,293.07645,298.0583
2851,326.281667401503,-459.61191703064776,0.0,0.0,326.28168,-298.74774,-160.86417,286.17978,349.57266
2852,396.98283208296783,-477.29181352358694,0.0,0.0,396.98285,-310.2397,-167.05212,301.01645,359.97592
2853,55.28101996805772,144.64691464701696,0.0,0.0,55.281017,94.02049,50.62642,311.16913,312.3706
2854,314.2789276825858,-7.61275414401446,0.0,0.0,314.27893,-4.948291,-2.664464,300.64566,310.3066
2855,39730241.59742638,-40404013.11363858,,0.0,35834144.0,,,67473.85,1e-06
2856,-296.1802294051614,490.14325372100774,0.0,0.0,-296.18024,318.5931,171.55014,298.51813,556.6179
2857,209.68871560227564,241.0492855656036,0.0,0.0,209.68872,156.68204,84.36725,289.71622,300.4831
2858,inf,-inf,,0.0,inf,,,,1e-06
2859,1245.6789972939557,-1076.1045332082601,0.0,0.0,1245.679,-699.4679,-376.63657,311.52966,411.03122
2860,407.34032386030964,113.84424827803969,303.9213,0.7045822,103.419014,73.29418,39.84549,292.0374,296.12494
2861,283.61292716581863,-161.0330466503575,0.0,0.0,283.6129,-104.67148,-56.36157,296.83698,321.66174
2862,459.9364559413309,33.51494421913927,0.0,0.0,459.93646,21.78471,11.730228,296.31738,321.66702
2863,183.7155604143713,296.98574951365094,0.0,0.0,183.71555,193.04076,103.94502,292.7378,303.75662
2864,209.35537155096935,-254.58465347372163,0.0,0.0,209.35538,-165.48003,-89.10463,323.9606,352.19775
2865,397892.1575861052,-447869.3697422015,,0.0,289061.28,,,1470.7595,1e-06
2866,127046.26441156038,-136126.18436274075,1474.419,0.0,116903.58,40166.15,-4456.2964,711.7743,1e-06
2867,825.8554613986628,-291.2768736432602,0.0,0.0,825.85547,-189.32999,-101.9469,306.1056,346.26117
2868,565.8637975487665,-187.9119459868577,0.0,0.0,565.8638,-122.14276,-65.76918,312.42096,356.96176
2869,308.7643338565049,-62.461766031220264,0.0,0.0,308.76434,-40.600143,-21.861616,314.10916,331.94446
2870,106.87568128699132,-72.9534754984208,0.0,0.0,106.87567,-47.41976,-25.533714,308.614,321.16562
2871,inf,-inf,,0.0,inf,,,,1e-06
2872,103610351.46324542,-105954373.99961296,,0.0,-33080950.0,,,-30051.748,1e-06
2873,357.5762542061303,279.5493745537102,0.0,0.0,357.57626,181.70709,97.842285,309.08932,321.90985
2874,203.1951135614242,-96.20354400316683,0.0,0.0,203.1951,-62.532303,-33.67124,292.99747,312.54462
2875,inf,-inf,,0.0,inf,,,,1e-06
2876,800.606896826775,-308.028891726568,0.0,0.0,800.6069,-200.21877,-107.810104,324.88123,373.00635
2877,276.62612423380773,-134.9242018228075,0.0,0.0,276.62613,-87.70073,-47.223465,305.73538,324.79803
2878,235.43558371277516,-181.93915342414658,0.0,0.0,235.43558,-118.26045,-63.678696,312.05133,335.69968
2879,158.57228971256197,10.70348609711725,0.0,0.0,158.5723,6.957267,3.7462206,294.40057,298.69824
2880,2567111.36739135,-2646821.157191494,,0.0,797377.6,,,4565.4565,1e-06
2881,5.185812306786069,-130.74557219214284,0.0,0.0,5.185814,-84.98462,-45.760952,311.23788,325.42966
2882,104.11250896218388,-32.8152798307383,0.0,0.0,104.11251,-21.329933,-11.485348,293.6121,298.66068
2883,50178.70987421091,-70772.29879010806,,0.0,23136.05,,,345.4937,1e-06
2884,592.8238530357008,19.950268935775647,449.20276,40.36648,143.6211,-27.398806,6.9825945,303.05994,283.64243
2885,inf,-inf,,0.0,inf,,,,1e-06
2886,287156.69819355785,-294359.22235409066,,0.0,117913.76,,,388.61176,1e-06
2887,inf,-inf,,0.0,inf,,,,1e-06
2888,344.46473225760917,246.26820180138816,0.0,0.0,344.46475,160.07434,86.19388,292.2774,299.67798
2889,470.8111880836788,-104.09435393486388,0.0,0.0,470.8112,-67.66133,-36.43302,303.32532,318.28485
2890,163.32321898330352,380.55605296753447,0.0,0.0,163.32321,247.36143,133.19463,297.00732,298.13565
2891,305.2833356942462,232.11539454169417,241.87866,2.066208,63.40466,148.8088,81.24039,286.49524,288.3159
2892,13.598736596809772,72.41354436017915,1.780469,8.466,11.818271,38.602802,25.34474,287.03812,289.3453
2893,479.3669626675339,74.20448722273898,345.17697,50.69602,134.19,-2.4631002,25.971571,297.90067,297.4222
2894,inf,-inf,,0.0,-inf,,,,1e-06
2895,341.7181226535663,-167.23791509193933,0.0,0.0,341.71814,-108.70465,-58.533264,311.75766,336.42667
2896,4254.08723431299,-5105.3246175859595,,0.0,3451.4604,,,305.72595,1e-06
2897,0.046980977031783056,606.7276883807001,0.016404383,24.686829,0.030576475,369.6862,212.3547,297.35983,305.1835
2898,108626982.01457612,-110067323.45876083,,0.0,-13963292.0,,,-20560.924,1e-06
2899,223.6324492587815,7.073299760389361,0.0,0.0,223.63245,4.597645,2.4756548,314.59903,317.3143
2900,345.6086617393038,-147.34723415222396,0.0,0.0,345.60864,-95.775696,-51.57153,310.87567,333.85413
2901,0.17843854916172464,-37.436231458430115,0.0,0.0,0.17843854,-24.333553,-13.10268,311.95703,322.8887
2902,140.88198251931408,103.5284258945286,0.0,0.0,140.88197,67.29348,36.234947,295.65588,309.8749
2903,5844.284528664764,-6676.68886911542,1058.5645,268.59912,4785.72,-4608.447,-2336.841,311.91803,31.395618
2904,56252600.8241294,-57234794.24860721,,0.0,11236695.0,,,15802.939,1e-06
2905,155.01604521106094,274.9587266279892,18.415512,151.75716,136.60054,26.96602,96.23556,312.64322,310.27872
2906,101.82157252317432,-13.238802876404716,0.0,0.0,101.82157,-8.605222,-4.633581,290.14835,292.71997
2907,928754.4168474878,-941885.9343698614,,0.0,626890.8,,,4027.7124,1e-06
2908,334.50088237174407,19.84519977965609,273.85757,19.833633,60.643284,-6.934253,6.94582,303.99933,301.9016
2909,235227.86196108494,-240317.19925092347,,0.0,94735.64,,,562.9485,1e-06
2910,120.35280670868804,276.7658726830195,0.0,0.0,120.352806,179.89783,96.86805,308.6658,319.404
2911,96.47242353632976,61.489271293037405,53.796165,33.00926,42.67626,6.9587665,21.521246,307.95932,308.36374
2912,448.56260967279036,124.93270870677787,223.4726,15.600166,225.09,65.60609,43.726444,313.30637,316.76855
2913,31.32634555679752,-179.34350001124204,0.0,0.0,31.326347,-116.57328,-62.770226,309.323,332.56802
2914,94.69181574187448,-127.17377240389449,0.0,0.0,94.69181,-82.66295,-44.510822,299.58173,318.40085
2915,242.4104812831133,-1.4131997683470274,0.0,0.0,242.41048,-0.9185753,-0.49461746,308.69763,324.9231
2916,214.4191755926421,4.25471719826632,0.0,0.0,214.41919,2.7655673,1.4891516,314.96997,318.39777
2917,211.73201720838028,-71.46495091145843,0.0,0.0,211.73203,-46.452217,-25.012732,301.48312,317.6071
2918,498.9887337871054,166.24281140368342,303.49878,6.57708,195.48994,101.480736,58.18498,312.85596,320.65173
2919,208.10568548963627,155.0488267309687,0.0,0.0,208.10568,100.78174,54.26709,308.04324,321.2119
2920,inf,-inf,,0.0,inf,,,,1e-06
2921,576.0801260678174,-65.44445977617963,0.0,0.0,576.08014,-42.5389,-22.90556,311.67432,340.24387
2922,279.16200276417135,-106.54255300428866,0.0,0.0,279.162,-69.25266,-37.289894,295.2909,314.31845
2923,inf,-inf,,0.0,inf,,,,1e-06
2924,70.09961947559731,68.52571581671936,0.0,0.0,70.09962,44.54171,23.984001,318.37592,324.4249
2925,724.9159685899722,-82.9685890980655,0.0,0.0,724.91595,-53.929585,-29.039005,293.22772,307.6377
2926,195.78763992917533,479.8954516535241,0.0,0.0,195.78763,311.93207,167.96341,306.02158,323.16013
2927,93.61187443839071,4.921505593120827,0.0,0.0,93.61188,3.1989794,1.7225275,303.1243,305.1786
2928,36914319.32064351,-37487070.01344161,,0.0,4843553.0,,,11461.694,1e-06
2929,522.7494669999726,-77.93130336719969,0.0,0.0,522.7495,-50.65535,-27.275955,304.10483,325.5265
2930,484.4666153510289,22.008178532523573,0.0,0.0,484.4666,14.305317,7.7028623,295.93118,325.08157
2931,180.5672102680329,113.65628384920502,5.7043,82.603226,174.8629,-8.726636,39.779697,312.71,301.67798
2932,355.84171135601366,224.72245339350332,0.0,0.0,355.8417,146.06958,78.65286,291.1542,300.95975
2933,335.75262708475515,-284.7608327723197,0.0,0.0,335.75262,-185.09454,-99.66629,313.5837,348.35208
2934,129.305203749421,-17.455464431981305,0.0,0.0,129.3052,-11.346051,-6.109412,294.53726,297.5734
2935,133.87653107959383,-88.10048570735137,0.0,0.0,133.87653,-57.265316,-30.83517,311.73047,323.55646
2936,1603.4666866327425,-946.9693027908568,0.0,0.0,1603.4667,-615.53,-331.43924,291.3613,396.69553
2937,32727251.21632149,-35083151.563953586,,0.0,1601459.1,,,2531.3882,1e-06
2938,9472.004848986162,-10120.103438959914,,0.0,6806.725,,,317.0603,1e-06
2939,inf,-inf,,0.0,inf,,,,1e-06
2940,156.89056613214666,135.16574736348457,59.454216,72.276855,97.43635,15.580883,47.308014,285.59436,285.28146
2941,768.1360054554025,-62.356363965445496,0.0,0.0,768.136,-40.53164,-21.824728,311.39682,335.7202
2942,39.156569276605,592.4316555361256,9.442524,385.761,29.714046,-0.68034446,207.35109,297.1944,293.31424
2943,78.62710369051246,459.4596613448227,0.0,0.0,78.627106,298.64877,160.81088,302.9822,307.3879
2944,2349.4779184501267,-2166.0598917862235,80.72656,0.0,2349.478,4959.888,-2291.7742,291.43503,1e-06
